features,VIF Factor
CRIM,2.3808123192221506
ZN,2.6478842624194714
INDUS,3.256138682387604
CHAS,1.0493727555181802
NOX,4.987685985102251
RM,2.609263400691941
AGE,3.799294972512527
DIS,4.139548492191342
RAD,7.2798439301281475
TAX,7.3863548866729944
PTRATIO,1.7167598024411053
B,1.5418805305793137
LSTAT,3.9456137238513955
