Constant,log_P(atm),log_Fuel(%),log_Oxidizer(%),T0/S_H__T,T0/T,training_adj_r2
-2.13899292881172,-0.7298533087853158,-0.44396944439872227,-0.05783681980186678,3.97624289794053,11.506973342525662,0.9109494032569139
