Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,Training_R2,Testing_R2
62.2275,-0.1577,0.0353,0.1173,3.8018,-31.1212,3.2456,-0.0074,-2.1032,0.5839,-0.0166,-1.2198,0.0114,-0.7296,0.9037843749754468,
