Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
2.5017,0.3576,11.2075,8.7644,6.3645,-15.1668,-8.3886,9.3297,0.9988557738649709,0.9990089282079562
