Constant,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,training_adj_r2
136.1311971635673,0.06326076218601864,-0.1936628467632399,-0.013550318530243292,0.08183084110442847,-0.003815724409443785,0.04107347259203262,-0.03460397107154606,-13.619345259241346,0.6894733467464401,0.07654117236498041,0.20147772521748217,0.6733327784468721
