Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
3.054,-1.9644,13.7457,11.068,9.713,-20.6708,-10.7558,8.6389,0.928733611134818,0.9421621059924212
