,Unnamed: 0,Fuel,T(K),T_Error(%),P(atm),P_Error(%),Fuel(%),Oxidizer(%),Diluant(%),Equv(phi),Diluant Type,Time(μs),Mode_of_measurement,Species_name,Species_measurement_Error,Measured_wavelength(nm),Shocktube_dia(cm),Research_group,Data_Source,Primary_C,Secondary_C,Tertiary_C,Quaternary_C,Other_Atom,P_P,P_S,P_T,P_Q,S_S,S_T,S_Q,T_T,T_Q,Q_Q,P_H,S_H,T_H,label
27,161,CCC,1405,±0.7,5.46,±1,0.8,8.0,91.2,0.5,Ar,83,Species,OH,±1,306.7,15.3,Stanford,Lam_2013_thesis / propane_const_V,2,1,,,,0,2,0,0,0,0,0,0,0,0,6,2,0,4
28,162,CCC,1366,±0.7,5.6,±1,0.8,8.0,91.2,0.5,Ar,170,Species,OH,±1,306.7,14.13,Stanford,Lam_2013_thesis / propane_const_V,2,1,,,,0,2,0,0,0,0,0,0,0,0,6,2,0,4
29,163,CCC,1339,±0.7,5.68,±1,0.8,8.0,91.2,0.5,Ar,230,Species,OH,±1,306.7,14.13,Stanford,Lam_2013_thesis / propane_const_V,2,1,,,,0,2,0,0,0,0,0,0,0,0,6,2,0,4
30,164,CCC,1303,±0.7,5.7,±1,0.8,8.0,91.2,0.5,Ar,400,Species,OH,±1,306.7,14.13,Stanford,Lam_2013_thesis / propane_const_V,2,1,,,,0,2,0,0,0,0,0,0,0,0,6,2,0,4
31,165,CCC,1281,±0.7,5.88,±1,0.8,8.0,91.2,0.5,Ar,590,Species,OH,±1,306.7,14.13,Stanford,Lam_2013_thesis / propane_const_V,2,1,,,,0,2,0,0,0,0,0,0,0,0,6,2,0,4
32,166,CCC,1250,±0.7,5.98,±1,0.8,8.0,91.2,0.5,Ar,890,Species,OH,±1,306.7,14.13,Stanford,Lam_2013_thesis / propane_const_V,2,1,,,,0,2,0,0,0,0,0,0,0,0,6,2,0,4
33,167,CCC,1234,±0.7,6.99,±1,0.8,8.0,91.2,0.5,Ar,940,Species,OH,±1,306.7,14.13,Stanford,Lam_2013_thesis / propane_const_V,2,1,,,,0,2,0,0,0,0,0,0,0,0,6,2,0,4
34,168,CCC,1223,±0.7,6.08,±1,0.8,8.0,91.2,0.5,Ar,1270,Species,OH,±1,306.7,14.13,Stanford,Lam_2013_thesis / propane_const_V,2,1,,,,0,2,0,0,0,0,0,0,0,0,6,2,0,4
35,169,CCC,1194,±0.7,6.13,±1,0.8,8.0,91.2,0.5,Ar,1790,Species,OH,±1,306.7,14.13,Stanford,Lam_2013_thesis / propane_const_V,2,1,,,,0,2,0,0,0,0,0,0,0,0,6,2,0,4
36,170,CCC,1189,±0.7,7.17,±1,0.8,8.0,91.2,0.5,Ar,1810,Species,OH,±1,306.7,14.13,Stanford,Lam_2013_thesis / propane_const_V,2,1,,,,0,2,0,0,0,0,0,0,0,0,6,2,0,4
37,171,CCC,1184,±0.7,7.17,±1,0.8,8.0,91.2,0.5,Ar,1820,Species,OH,±1,306.7,14.13,Stanford,Lam_2013_thesis / propane_const_V,2,1,,,,0,2,0,0,0,0,0,0,0,0,6,2,0,4
38,172,CCC,1147,±0.7,7.44,±1,0.8,8.0,91.2,0.5,Ar,2980,Species,OH,±1,306.7,14.13,Stanford,Lam_2013_thesis / propane_const_V,2,1,,,,0,2,0,0,0,0,0,0,0,0,6,2,0,4
39,173,CCC,1125,±0.7,7.29,±1,0.8,8.0,91.2,0.5,Ar,4260,Species,OH,±1,306.7,14.13,Stanford,Lam_2013_thesis / propane_const_V,2,1,,,,0,2,0,0,0,0,0,0,0,0,6,2,0,4
