Constant,log_P(atm),log_Fuel(%),log_Oxidizer(%),T0/S_H__T,T0/T,training_adj_r2
-3.0502968531251224,-0.5531981222696434,-0.5680001799562496,0.2023331920504024,4.615193606452508,10.760085430298847,0.8842173264688339
-2.4901639241406235,-0.5156636729593473,-0.7351537338795601,0.4540028819740762,5.192128673725259,9.066059041517414,0.8512205489309521
-2.9348172288488548,-0.5578184844214539,-0.991186649372057,0.7437526085012505,6.140863652724176,8.566639928594006,0.7985457296092964
-2.903641839707519,-0.4598704202459747,-0.9975789971790692,0.4630208844251805,5.159591143745983,9.289258238462924,0.7793471942364191
-4.476296790046387,-0.3337290557985841,-1.289370889522956,0.8250374571102166,5.541841382668747,9.439979816921301,0.7662218199254789
-4.476296790046387,-0.3337290557985841,-1.289370889522956,0.8250374571102166,5.541841382668747,9.439979816921301,0.7662218199254789
-4.899101403643412,-0.4729552140008581,-1.3484322586703803,0.8203592338395143,6.145294802577505,10.044326571890906,0.751062402926142
-5.500600990024654,-0.5436799475912528,-1.4522073994564926,1.0711448693844352,6.990934173530648,9.946419213678027,0.7705873363535537
-4.990808768283643,-0.5994351580203672,-1.5171546205328703,1.1633212796787842,7.249845227439356,9.236071228306423,0.7436201880696423
-4.395140284670266,-0.6773781083895146,-1.4444964820991335,1.172555136142302,6.6207698127130845,8.78942665558774,0.6606343244248543
-6.627185854895685,-0.8711738918089218,-1.3942285069505718,1.0092467052636966,7.041356771100175,12.232023779525845,0.7500591076810338
-7.061771409914013,-1.0169937349782858,-1.5784009382844404,1.1459401501615918,8.32852162873866,12.2741184441361,0.8592409902510394
-7.264461559793801,-1.0877678973884275,-1.629424812033794,1.2616520444529535,8.579781722015557,12.260777561604266,0.8418455879346137
-7.142633593778832,-1.097702885579781,-1.6358832518884143,1.3028970548176688,8.782573460107102,12.005166127889929,0.8528769814097618
-8.092950737540306,-1.65602261526064,-1.7835871801496257,1.4714307304895369,8.720995714876453,13.351347447150848,0.8510262213789435
-4.17669769324952,-1.7025869572214531,-1.7953855004596502,1.0804621125108815,3.76419250741344,10.906046922253662,0.8681654955518621
-4.17669769324952,-1.7025869572214531,-1.7953855004596502,1.0804621125108815,3.7641925074134397,10.906046922253662,0.8681654955518621
-3.0502968531251224,-0.5531981222696434,-0.5680001799562496,0.2023331920504024,4.615193606452508,10.760085430298847,0.8842173264688339
-2.4901639241406235,-0.5156636729593473,-0.7351537338795601,0.4540028819740762,5.192128673725259,9.066059041517414,0.8512205489309521
-2.9348172288488548,-0.5578184844214539,-0.991186649372057,0.7437526085012505,6.140863652724176,8.566639928594006,0.7985457296092964
-2.903641839707519,-0.4598704202459747,-0.9975789971790692,0.4630208844251805,5.159591143745983,9.289258238462924,0.7793471942364191
-4.476296790046387,-0.3337290557985841,-1.289370889522956,0.8250374571102166,5.541841382668747,9.439979816921301,0.7662218199254789
-4.476296790046387,-0.3337290557985841,-1.289370889522956,0.8250374571102166,5.541841382668747,9.439979816921301,0.7662218199254789
-4.899101403643412,-0.4729552140008581,-1.3484322586703803,0.8203592338395143,6.145294802577505,10.044326571890906,0.751062402926142
-5.500600990024654,-0.5436799475912528,-1.4522073994564926,1.0711448693844352,6.990934173530648,9.946419213678027,0.7705873363535537
-4.990808768283643,-0.5994351580203672,-1.5171546205328703,1.1633212796787842,7.249845227439356,9.236071228306423,0.7436201880696423
-4.395140284670266,-0.6773781083895146,-1.4444964820991335,1.1725551361423021,6.6207698127130845,8.78942665558774,0.6606343244248543
-6.627185854895685,-0.8711738918089218,-1.3942285069505718,1.0092467052636966,7.041356771100175,12.232023779525845,0.7500591076810338
-7.061771409914013,-1.0169937349782858,-1.5784009382844404,1.1459401501615918,8.32852162873866,12.2741184441361,0.8592409902510394
-7.264461559793801,-1.0877678973884275,-1.629424812033794,1.2616520444529535,8.579781722015557,12.260777561604266,0.8418455879346137
-7.142633593778832,-1.097702885579781,-1.6358832518884143,1.3028970548176688,8.782573460107102,12.005166127889929,0.8528769814097618
-8.092950737540306,-1.6560226152606399,-1.7835871801496257,1.4714307304895369,8.720995714876453,13.351347447150848,0.8510262213789435
-4.17669769324952,-1.7025869572214531,-1.7953855004596502,1.0804621125108815,3.7641925074134397,10.906046922253662,0.8681654955518621
-4.17669769324952,-1.7025869572214531,-1.7953855004596502,1.0804621125108815,3.76419250741344,10.90604692225366,0.8681654955518621
