Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,training_adj_r2
33.33065118446031,-0.11294749731351532,0.044018961448350644,0.03260233144982902,2.7863890894089263,-13.68797674477432,3.161507912788643,-0.009028477141410578,-1.169456080185323,0.2508356074277255,-0.014777426456299415,-0.724067570212381,0.008162588152928228,-0.4888823172273654,0.9979696731437273
