,from,to,distance
0,0,0,0.0
1,0,1,0.03172321031785477
2,0,2,0.11785179063957073
3,0,3,0.038371002480727494
4,0,4,0.10176363980062034
5,0,5,0.19536313855787055
6,1,1,0.0
7,1,2,0.09864889075226548
8,1,3,0.034840016255685
9,1,4,0.08293386354243136
10,1,5,0.17561471826570946
11,2,2,0.0
12,2,3,0.08202582679156878
13,2,4,0.0241442501383473
14,2,5,0.08476159061182975
15,3,3,0.0
16,3,4,0.06609633289973645
17,3,5,0.1607544656682387
18,4,4,0.0
19,4,5,0.09622336195730845
20,5,5,0.0
