Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
1.9394,0.4671,0.5374,3.2052,8.4436,5.1332,3.9385,-11.8754,-3.9348,8.1859,0.8505102375311342,0.7944877946214958
