Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
3.0543,0.8761,0.8919,-3.4699,12.1498,24.5527,8.924,-19.9922,-12.1334,9.5418,0.9998125186784892,0.999470717029102
