Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
0.8682,0.4052,0.4831,1.698,11.574,-2.4392,4.2416,-10.341,-0.3215,1.3337,0.9402922299290463,0.8222935744755899
