Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
6.7584,0.6915,0.1684,-8.7841,16.2334,47.8824,9.8483,-26.2589,-23.7921,24.1334,0.9957755049688641,0.6302826933696991
