Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
1.2771,0.4313,0.5161,3.7589,8.2909,2.3494,3.1607,-10.3039,-0.8675,5.5289,0.9256137584382174,0.9652562581680189
