Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
3.535,0.981,0.9684,-3.8127,11.5876,25.8677,9.5978,-21.1408,-13.9103,11.3129,0.9770930583039683,0.981391453247149
