Constant,female,male,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
4.4075,0.9313,0.9681,-6.425,14.6714,39.3193,12.0856,-25.0821,-20.1494,12.7029,0.9915146228486821,0.9946036263664677
