Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,Training_R2,Testing_R2
2.9716,-2.5841,14.4225,29.6871,11.1798,-23.8003,-13.9067,8.2737,0.9990050158436852,0.9902589584311218
2.9716,-2.5841,14.4225,29.6871,11.1798,-23.8003,-13.9067,8.2737,0.9990050158436852,0.9902589584311218
