Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,Training_R2,Testing_R2
63.3772,-0.1627,0.0308,0.0615,5.1042,-31.2528,3.1584,0.0014,-1.9397,0.5385,-0.0119,-1.3562,0.0079,-0.7027,0.8884397504960521,0.9689740859823036
